stock_name,share_price,share_quantity,dividend,earnings,date
BHP,39.5,5071530817,0.3194,24430000000,30/04/2008 16:00:00
BHP,40.09,5071530817,0.3194,24430000000,01/05/2008 16:00:00
BHP,40.57,5071530817,0.3194,24430000000,02/05/2008 16:00:00
BHP,41.23,5071530817,0.3194,24430000000,05/05/2008 16:00:00
BHP,41.51,5071530817,0.3194,24430000000,06/05/2008 16:00:00
BHP,42.32,5071530817,0.3194,24430000000,07/05/2008 16:00:00
BHP,42,5071530817,0.3194,24430000000,08/05/2008 16:00:00
BHP,43.45,5071530817,0.3194,24430000000,09/05/2008 16:00:00
BHP,43.78,5071530817,0.3194,24430000000,12/05/2008 16:00:00
BHP,42.78,5071530817,0.3194,24430000000,13/05/2008 16:00:00
BHP,45.38,5071530817,0.3194,24430000000,14/05/2008 16:00:00
BHP,44.83,5071530817,0.3194,24430000000,15/05/2008 16:00:00
BHP,45.51,5071530817,0.3194,24430000000,16/05/2008 16:00:00
BHP,46.3,5071530817,0.3194,24430000000,19/05/2008 16:00:00
BHP,45.42,5071530817,0.3194,24430000000,20/05/2008 16:00:00
BHP,43.8,5071530817,0.3194,24430000000,21/05/2008 16:00:00
BHP,44.57,5071530817,0.3194,24430000000,22/05/2008 16:00:00
BHP,44.38,5071530817,0.3194,24430000000,23/05/2008 16:00:00
BHP,43.6,5071530817,0.3194,24430000000,26/05/2008 16:00:00
BHP,43.64,5071530817,0.3194,24430000000,27/05/2008 16:00:00
BHP,42.14,5071530817,0.3194,24430000000,28/05/2008 16:00:00
BHP,43,5071530817,0.3194,24430000000,29/05/2008 16:00:00
BHP,40.65,5071530817,0.3194,24430000000,30/05/2008 16:00:00
BHP,42.51,5071530817,0.3194,24430000000,02/06/2008 16:00:00
BHP,41.6,5071530817,0.3194,24430000000,03/06/2008 16:00:00
BHP,41.53,5071530817,0.3194,24430000000,04/06/2008 16:00:00
BHP,39.71,5071530817,0.3194,24430000000,05/06/2008 16:00:00
BHP,41.12,5071530817,0.3194,24430000000,06/06/2008 16:00:00
