country_name,quarterly_GDP_growth,quarterly_inflation,quarterly_unemployment,quarterly_debt_GDP,household_saving_ratio,date
CN,2.93,2.7,4.1,29.2,35.487,1/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,2/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,3/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,4/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,5/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,6/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,7/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,8/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,9/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,10/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,11/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,12/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,13/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,14/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,15/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,16/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,17/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,18/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,19/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,20/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,21/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,22/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,23/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,24/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,25/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,26/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,27/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,28/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,29/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,30/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,31/1/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,1/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,2/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,3/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,4/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,5/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,6/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,7/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,8/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,9/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,10/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,11/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,12/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,13/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,14/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,15/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,16/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,17/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,18/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,19/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,20/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,21/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,22/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,23/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,24/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,25/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,26/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,27/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,28/2/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,1/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,2/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,3/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,4/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,5/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,6/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,7/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,8/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,9/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,10/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,11/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,12/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,13/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,14/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,15/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,16/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,17/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,18/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,19/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,20/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,21/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,22/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,23/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,24/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,25/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,26/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,27/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,28/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,29/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,30/3/2007 00:00:00
CN,2.93,2.7,4.1,29.2,35.487,31/3/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,1/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,2/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,3/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,4/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,5/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,6/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,7/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,8/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,9/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,10/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,11/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,12/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,13/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,14/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,15/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,16/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,17/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,18/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,19/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,20/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,21/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,22/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,23/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,24/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,25/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,26/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,27/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,28/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,29/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,30/4/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,1/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,2/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,3/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,4/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,5/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,6/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,7/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,8/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,9/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,10/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,11/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,12/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,13/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,14/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,15/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,16/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,17/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,18/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,19/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,20/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,21/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,22/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,23/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,24/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,25/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,26/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,27/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,28/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,29/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,30/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,31/5/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,1/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,2/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,3/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,4/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,5/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,6/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,7/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,8/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,9/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,10/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,11/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,12/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,13/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,14/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,15/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,16/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,17/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,18/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,19/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,20/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,21/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,22/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,23/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,24/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,25/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,26/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,27/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,28/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,29/6/2007 00:00:00
CN,3.28,3.6,4.1,29.2,35.487,30/6/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,1/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,2/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,3/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,4/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,5/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,6/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,7/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,8/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,9/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,10/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,11/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,12/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,13/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,14/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,15/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,16/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,17/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,18/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,19/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,20/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,21/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,22/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,23/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,24/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,25/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,26/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,27/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,28/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,29/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,30/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,31/7/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,1/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,2/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,3/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,4/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,5/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,6/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,7/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,8/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,9/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,10/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,11/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,12/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,13/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,14/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,15/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,16/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,17/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,18/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,19/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,20/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,21/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,22/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,23/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,24/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,25/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,26/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,27/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,28/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,29/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,30/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,31/8/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,1/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,2/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,3/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,4/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,5/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,6/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,7/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,8/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,9/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,10/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,11/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,12/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,13/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,14/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,15/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,16/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,17/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,18/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,19/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,20/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,21/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,22/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,23/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,24/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,25/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,26/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,27/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,28/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,29/9/2007 00:00:00
CN,3.39,6.2,4,29.2,35.487,30/9/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,1/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,2/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,3/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,4/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,5/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,6/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,7/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,8/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,9/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,10/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,11/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,12/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,13/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,14/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,15/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,16/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,17/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,18/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,19/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,20/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,21/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,22/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,23/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,24/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,25/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,26/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,27/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,28/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,29/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,30/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,31/10/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,1/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,2/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,3/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,4/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,5/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,6/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,7/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,8/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,9/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,10/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,11/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,12/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,13/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,14/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,15/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,16/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,17/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,18/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,19/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,20/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,21/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,22/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,23/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,24/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,25/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,26/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,27/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,28/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,29/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,30/11/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,1/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,2/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,3/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,4/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,5/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,6/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,7/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,8/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,9/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,10/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,11/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,12/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,13/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,14/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,15/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,16/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,17/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,18/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,19/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,20/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,21/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,22/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,23/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,24/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,25/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,26/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,27/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,28/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,29/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,30/12/2007 00:00:00
CN,3.57,6.7,4,29.2,35.487,31/12/2007 00:00:00
CN,3.48,8.1,4,27.2,37.372,1/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,2/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,3/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,4/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,5/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,6/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,7/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,8/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,9/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,10/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,11/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,12/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,13/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,14/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,15/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,16/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,17/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,18/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,19/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,20/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,21/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,22/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,23/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,24/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,25/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,26/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,27/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,28/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,29/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,30/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,31/1/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,1/2/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,2/2/2008 00:00:00
CN,3.48,8.1,4,27.2,37.372,3/2/2008 00:00:00
