country_name,quarterly_GDP_growth,quarterly_inflation,quarterly_unemployment,quarterly_debt_GDP,household_saving_ratio,date
CN,2.90,6.4,4.1,33.8,38.024,9/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,10/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,11/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,12/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,13/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,14/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,15/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,16/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,17/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,18/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,19/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,20/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,21/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,22/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,23/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,24/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,25/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,26/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,27/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,28/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,29/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,30/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,31/7/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,1/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,2/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,3/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,4/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,5/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,6/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,7/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,8/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,9/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,10/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,11/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,12/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,13/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,14/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,15/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,16/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,17/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,18/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,19/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,20/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,21/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,22/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,23/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,24/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,25/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,26/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,27/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,28/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,29/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,30/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,31/8/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,1/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,2/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,3/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,4/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,5/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,6/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,7/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,8/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,9/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,10/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,11/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,12/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,13/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,14/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,15/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,16/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,17/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,18/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,19/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,20/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,21/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,22/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,23/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,24/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,25/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,26/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,27/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,28/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,29/9/2011 00:00:00
CN,2.90,6.4,4.1,33.8,38.024,30/9/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,1/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,2/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,3/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,4/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,5/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,6/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,7/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,8/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,9/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,10/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,11/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,12/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,13/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,14/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,15/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,16/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,17/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,18/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,19/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,20/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,21/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,22/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,23/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,24/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,25/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,26/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,27/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,28/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,29/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,30/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,31/10/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,1/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,2/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,3/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,4/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,5/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,6/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,7/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,8/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,9/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,10/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,11/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,12/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,13/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,14/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,15/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,16/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,17/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,18/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,19/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,20/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,21/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,22/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,23/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,24/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,25/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,26/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,27/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,28/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,29/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,30/11/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,1/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,2/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,3/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,4/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,5/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,6/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,7/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,8/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,9/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,10/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,11/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,12/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,13/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,14/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,15/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,16/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,17/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,18/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,19/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,20/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,21/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,22/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,23/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,24/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,25/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,26/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,27/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,28/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,29/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,30/12/2011 00:00:00
CN,2.61,4.6,4.1,33.8,38.024,31/12/2011 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,1/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,2/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,3/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,4/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,5/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,6/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,7/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,8/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,9/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,10/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,11/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,12/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,13/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,14/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,15/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,16/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,17/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,18/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,19/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,20/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,21/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,22/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,23/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,24/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,25/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,26/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,27/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,28/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,29/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,30/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,31/1/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,1/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,2/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,3/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,4/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,5/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,6/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,7/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,8/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,9/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,10/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,11/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,12/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,13/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,14/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,15/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,16/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,17/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,18/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,19/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,20/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,21/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,22/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,23/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,24/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,25/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,26/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,27/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,28/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,29/2/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,1/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,2/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,3/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,4/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,5/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,6/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,7/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,8/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,9/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,10/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,11/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,12/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,13/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,14/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,15/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,16/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,17/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,18/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,19/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,20/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,21/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,22/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,23/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,24/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,25/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,26/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,27/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,28/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,29/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,30/3/2012 00:00:00
CN,1.60,3.7,4.1,34.4,38.191,31/3/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,1/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,2/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,3/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,4/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,5/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,6/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,7/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,8/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,9/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,10/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,11/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,12/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,13/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,14/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,15/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,16/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,17/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,18/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,19/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,20/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,21/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,22/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,23/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,24/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,25/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,26/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,27/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,28/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,29/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,30/4/2012 00:00:00
CN,1.54,2.8,4.1,34.4,38.191,1/5/2012 00:00:00
US,0.30,2.4,4.5,86.24,3.492,1/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,2/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,3/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,4/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,5/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,6/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,7/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,8/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,9/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,10/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,11/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,12/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,13/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,14/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,15/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,16/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,17/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,18/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,19/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,20/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,21/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,22/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,23/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,24/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,25/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,26/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,27/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,28/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,29/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,30/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,31/1/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,1/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,2/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,3/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,4/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,5/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,6/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,7/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,8/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,9/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,10/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,11/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,12/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,13/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,14/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,15/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,16/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,17/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,18/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,19/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,20/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,21/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,22/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,23/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,24/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,25/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,26/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,27/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,28/2/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,1/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,2/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,3/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,4/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,5/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,6/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,7/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,8/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,9/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,10/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,11/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,12/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,13/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,14/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,15/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,16/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,17/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,18/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,19/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,20/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,21/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,22/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,23/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,24/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,25/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,26/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,27/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,28/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,29/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,30/3/2007 00:00:00
US,0.30,2.4,4.5,86.24,3.492,31/3/2007 00:00:00
US,0.61,2.7,4.5,86.24,3.492,1/4/2007 00:00:00
